defect_id,production_id,defect_type,defect_quantity,inspection_date
13668,36480,Material Fault,14.0,2024-10-20
13669,81073,Material Fault,11.0,2024-03-07
13670,8679,Material Fault,24.0,2024-03-18
13671,84610,Crack,22.0,2024-10-15
13672,26734,Crack,46.0,2025-05-28
13673,68014,Material Fault,20.0,2024-06-13
13674,50653,Color Mismatch,12.0,2025-03-09
13675,58917,Material Fault,37.0,2025-03-14
13676,85941,Material Fault,22.0,2025-02-15
13677,45786,Color Mismatch,37.0,2025-05-19
13678,2424,Alignment Issue,47.0,2024-10-25
13679,8547,Crack,6.0,2025-02-18
13680,4359,Alignment Issue,45.0,2025-07-08
13681,8171,Color Mismatch,9.0,2025-02-03
13682,57175,Alignment Issue,47.0,2024-08-20
13683,33069,Color Mismatch,32.0,2025-07-18
13684,62061,Alignment Issue,5.0,2025-12-06
13685,11307,Crack,20.0,2024-04-06
13686,29547,Color Mismatch,26.0,2024-04-25
13687,72102,Color Mismatch,45.0,2024-12-04
13688,61906,Material Fault,22.0,2024-06-02
13689,74945,Alignment Issue,30.0,2025-11-13
13690,77254,Alignment Issue,19.0,2024-11-12
13691,97832,Crack,28.0,2024-09-13
13692,36973,Color Mismatch,21.0,2025-03-30
13693,49543,Alignment Issue,15.0,2024-06-06
13694,59521,Material Fault,46.0,2024-07-13
13695,59487,Material Fault,27.0,2024-05-04
13696,58610,Color Mismatch,24.0,2025-04-20
13697,85822,Crack,15.0,2025-08-16
13698,59004,Crack,22.0,2025-03-31
13699,94640,Alignment Issue,41.0,2024-04-24
13700,45811,Material Fault,20.0,2025-06-09
13701,37541,Material Fault,43.0,2024-09-03
13702,6570,Color Mismatch,28.0,2025-02-19
13703,85096,Material Fault,9.0,2025-03-11
13704,24142,Color Mismatch,39.0,2025-10-19
13705,47708,Color Mismatch,16.0,2024-04-27
13706,13328,Crack,10.0,2024-06-20
13707,15951,Color Mismatch,11.0,2024-07-13
13708,93008,Material Fault,35.0,2025-02-25
13709,43559,Crack,16.0,2024-08-19
13710,58007,Material Fault,3.0,2026-01-27
13711,86771,Color Mismatch,42.0,2024-04-26
13712,97708,Color Mismatch,12.0,2025-03-15
13713,42076,Crack,7.0,2024-05-27
13714,30047,Crack,7.0,2024-04-29
13715,79031,Color Mismatch,29.0,2024-10-24
13716,26511,Alignment Issue,12.0,2024-10-29
13717,83134,Alignment Issue,22.0,2024-07-14
13718,8654,Color Mismatch,8.0,2025-06-13
13719,47193,Material Fault,19.0,2025-08-02
13720,1626,Crack,10.0,2024-08-25
13721,35704,Color Mismatch,14.0,2025-07-05
13722,16095,Color Mismatch,48.0,2025-12-12
13723,88570,Color Mismatch,32.0,2025-07-10
13724,88744,Crack,44.0,2024-05-17
13725,85946,Alignment Issue,27.0,2024-04-03
13726,40344,Color Mismatch,29.0,2024-12-29
13727,18953,Alignment Issue,14.0,2025-11-22
13728,72272,Material Fault,28.0,2024-12-31
13729,76974,Material Fault,27.0,2024-08-12
13730,32889,Alignment Issue,13.0,2025-03-05
13731,34535,Color Mismatch,10.0,2025-12-29
13732,25029,Crack,5.0,2024-09-21
13733,23108,Material Fault,24.0,2024-04-10
13734,69695,Material Fault,45.0,2025-08-11
13735,37990,Material Fault,31.0,2024-06-01
13736,45767,Color Mismatch,43.0,2024-11-24
13737,72350,Material Fault,42.0,2025-03-09
13738,21224,Color Mismatch,35.0,2025-06-15
13739,38892,Color Mismatch,,2024-10-28
13740,9973,Material Fault,20.0,2024-04-02
13741,34624,Material Fault,32.0,2025-08-28
13742,41354,Color Mismatch,29.0,2024-08-01
13743,60294,Alignment Issue,5.0,2025-02-02
13744,15514,Color Mismatch,25.0,2025-07-11
13745,32763,Alignment Issue,12.0,2025-10-31
13746,67917,Crack,13.0,2025-03-22
13747,10484,Color Mismatch,47.0,2025-03-29
13748,34274,Crack,6.0,2025-02-22
13749,23166,Crack,14.0,2025-09-15
13750,89174,Crack,16.0,2025-06-30
13751,55798,Color Mismatch,29.0,2025-04-19
13752,7814,Alignment Issue,33.0,2024-12-24
13753,56554,Material Fault,27.0,2024-12-18
13754,26055,Material Fault,10.0,2024-03-03
13755,28318,Material Fault,,2026-02-10
13756,55378,Material Fault,3.0,2025-12-18
13757,7078,Material Fault,43.0,2025-02-17
13758,21972,Alignment Issue,22.0,2024-12-24
13759,17481,Color Mismatch,29.0,2025-09-20
13760,52360,Crack,45.0,2024-04-06
13761,96917,Crack,41.0,2024-09-07
13762,98131,Crack,38.0,2025-01-26
13763,84359,Crack,10.0,2025-01-21
13764,31353,Color Mismatch,21.0,2024-06-21
13765,33625,Material Fault,26.0,2025-11-23
13766,63142,Material Fault,11.0,2024-03-25
13767,75211,Alignment Issue,26.0,2025-08-31
13768,67873,Color Mismatch,21.0,2024-08-11
13769,24557,Alignment Issue,15.0,2026-01-24
13770,23902,Color Mismatch,7.0,2025-08-18
13771,46371,Alignment Issue,22.0,2024-05-03
13772,94935,Color Mismatch,30.0,2024-07-04
13773,80009,Material Fault,5.0,2024-06-06
13774,66064,Material Fault,47.0,2026-01-02
13775,31744,Material Fault,46.0,2025-11-04
13776,98262,Color Mismatch,12.0,2024-04-01
13777,157,Alignment Issue,20.0,2025-02-13
13778,44746,Material Fault,40.0,2025-10-04
13779,94291,Material Fault,48.0,2025-08-11
13780,43528,Alignment Issue,22.0,2024-03-13
13781,97525,Material Fault,6.0,2024-03-27
13782,69603,Crack,16.0,2025-02-06
13783,12075,Crack,14.0,2024-09-08
13784,45404,Crack,39.0,2025-02-14
13785,10202,Color Mismatch,4.0,2024-07-24
13786,38056,Material Fault,42.0,2025-04-03
13787,27404,Color Mismatch,25.0,2024-04-26
13788,8443,Alignment Issue,42.0,2025-12-29
13789,47083,Alignment Issue,11.0,2024-12-02
13790,31432,Material Fault,21.0,2024-04-18
13791,4860,Color Mismatch,29.0,2024-04-03
13792,55151,Material Fault,1.0,2026-02-04
13793,88669,Crack,1.0,2025-11-15
13794,12751,Crack,11.0,2025-01-01
13795,96468,Color Mismatch,39.0,2024-07-27
13796,59894,Color Mismatch,28.0,2024-05-08
13797,59918,Material Fault,22.0,2025-02-22
13798,26648,Alignment Issue,43.0,2026-01-09
13799,77105,Crack,4.0,2025-12-07
13800,64479,Crack,40.0,2025-05-12
13801,63954,Material Fault,9.0,2024-11-10
13802,92621,Crack,8.0,2024-05-08
13803,45914,Crack,44.0,2024-02-23
13804,92287,Material Fault,35.0,2025-08-11
13805,58015,Alignment Issue,49.0,2025-11-19
13806,54042,Crack,44.0,2024-07-14
13807,4990,Alignment Issue,,2026-01-10
13808,40498,Crack,10.0,2025-12-25
13809,51554,Crack,28.0,2025-09-12
13810,84228,Color Mismatch,22.0,2024-04-10
13811,75943,Crack,14.0,2024-07-30
13812,30530,Crack,21.0,2024-04-16
13813,83325,Alignment Issue,47.0,2025-02-03
13814,66490,Material Fault,27.0,2024-06-06
13815,2307,Alignment Issue,25.0,2025-05-25
13816,64016,Color Mismatch,42.0,2024-05-01
13817,41572,Alignment Issue,14.0,2024-07-01
13818,21955,Crack,20.0,2024-09-05
13819,41436,Color Mismatch,35.0,2025-02-14
13820,69472,Crack,48.0,2025-06-18
13821,73579,Material Fault,16.0,2025-06-06
13822,21770,Alignment Issue,6.0,2024-10-29
13823,57595,Alignment Issue,7.0,2025-01-14
13824,78834,Crack,5.0,2025-07-25
13825,82903,Color Mismatch,34.0,2025-09-25
13826,51390,Crack,4.0,2024-05-08
13827,24046,Color Mismatch,11.0,2025-05-19
13828,19573,Material Fault,42.0,2025-06-30
13829,60896,Crack,16.0,2024-04-21
13830,39496,Color Mismatch,37.0,2024-05-28
13831,99452,Material Fault,24.0,2025-05-14
13832,85247,Material Fault,7.0,2025-02-23
13833,73757,Crack,12.0,2024-05-12
13834,1125,Material Fault,43.0,2025-12-26
13835,47808,Crack,32.0,2024-07-08
13836,55167,Color Mismatch,5.0,2026-02-11
13837,33284,Material Fault,22.0,2024-09-01
13838,38860,Material Fault,38.0,2024-11-27
13839,90930,Crack,22.0,2026-01-07
13840,65819,Color Mismatch,6.0,2024-11-09
13841,94346,Alignment Issue,40.0,2026-01-14
13842,74659,Alignment Issue,32.0,2025-02-16
13843,46072,Crack,16.0,2025-01-08
13844,31986,Color Mismatch,36.0,2024-10-25
13845,97376,Material Fault,35.0,2024-03-24
13846,51554,Material Fault,14.0,2024-06-27
13847,87885,Alignment Issue,17.0,2024-04-10
13848,2612,Color Mismatch,32.0,2025-12-20
13849,66868,Material Fault,41.0,2024-04-19
13850,18768,Color Mismatch,39.0,2024-03-15
13851,92221,Color Mismatch,23.0,2025-08-27
13852,6284,Color Mismatch,9.0,2024-07-06
13853,16561,Color Mismatch,17.0,2026-01-15
13854,70195,Alignment Issue,3.0,2024-11-09
13855,99965,Material Fault,37.0,2025-01-17
13856,52732,Alignment Issue,19.0,2024-10-13
13857,98703,Alignment Issue,20.0,2025-01-19
13858,42526,Color Mismatch,47.0,2025-07-28
13859,87579,Alignment Issue,15.0,2025-07-05
13860,8733,Color Mismatch,43.0,2024-09-19
13861,22786,Alignment Issue,25.0,2024-10-09
13862,1069,Material Fault,23.0,2024-05-28
13863,75803,Material Fault,20.0,2025-11-15
13864,39481,Crack,22.0,2025-03-02
13865,25818,Crack,32.0,2025-01-18
13866,2279,Crack,14.0,2025-10-03
13867,65264,Color Mismatch,14.0,2024-03-30
13868,9400,Crack,5.0,2024-11-27
13869,56059,Material Fault,21.0,2025-04-30
13870,18477,Alignment Issue,41.0,2024-03-29
13871,75337,Color Mismatch,23.0,2025-05-31
13872,21786,Crack,4.0,2024-09-13
13873,86182,Color Mismatch,15.0,2025-12-29
13874,787,Color Mismatch,1.0,2024-11-24
13875,65206,Crack,41.0,2024-12-23
13876,46142,Color Mismatch,10.0,2025-12-26
13877,76852,Material Fault,5.0,2025-05-03
13878,38640,Alignment Issue,20.0,2025-12-05
13879,12328,Alignment Issue,28.0,2024-09-14
13880,20657,Material Fault,33.0,2024-04-22
13881,84701,Alignment Issue,23.0,2025-12-27
13882,79433,Material Fault,46.0,2026-01-24
13883,54967,Material Fault,17.0,2025-01-21
13884,96382,Crack,28.0,2024-12-25
13885,82379,Material Fault,37.0,2024-05-25
13886,1236,Crack,7.0,2025-09-23
13887,51913,Alignment Issue,42.0,2025-01-17
13888,70237,Color Mismatch,41.0,2025-07-22
13889,39311,Material Fault,16.0,2025-09-11
13890,51523,Color Mismatch,1.0,2025-09-24
13891,46390,Crack,36.0,2025-12-08
13892,56235,Material Fault,11.0,2025-08-21
13893,26000,Color Mismatch,42.0,2025-06-08
13894,93273,Color Mismatch,7.0,2024-05-18
13895,57157,Color Mismatch,40.0,2025-08-13
13896,8979,Color Mismatch,7.0,2025-01-29
13897,82513,Alignment Issue,10.0,2024-04-01
13898,93985,Material Fault,38.0,2025-10-17
13899,66109,Crack,14.0,2024-04-20
13900,10936,Crack,44.0,2024-09-21
13901,85641,Crack,40.0,2025-09-10
13902,37286,Material Fault,10.0,2025-02-11
13903,22014,Material Fault,46.0,2024-09-24
13904,76841,Color Mismatch,24.0,2024-05-31
13905,26857,Alignment Issue,43.0,2026-01-19
13906,66742,Alignment Issue,6.0,2025-06-08
13907,74505,Color Mismatch,37.0,2025-11-17
13908,90369,Crack,19.0,2024-06-24
13909,14015,Crack,31.0,2024-03-04
13910,43646,Crack,3.0,2024-07-19
13911,36299,Color Mismatch,43.0,2025-11-29
13912,5404,Color Mismatch,20.0,2025-08-30
13913,65915,Color Mismatch,47.0,2025-01-05
13914,17286,Crack,19.0,2025-08-05
13915,85030,Alignment Issue,14.0,2025-05-24
13916,11227,Crack,18.0,2024-12-07
13917,52580,Alignment Issue,36.0,2025-07-02
13918,97206,Material Fault,7.0,2024-09-16
13919,31265,Material Fault,13.0,2025-05-22
13920,71547,Material Fault,8.0,2025-03-11
13921,91074,Alignment Issue,46.0,2026-01-29
13922,28682,Material Fault,15.0,2025-02-04
13923,29556,Alignment Issue,27.0,2026-01-25
13924,27208,Color Mismatch,48.0,2024-08-04
13925,44914,Alignment Issue,33.0,2024-07-09
13926,69551,Material Fault,18.0,2025-07-14
13927,8549,Crack,28.0,2025-06-14
13928,24035,Alignment Issue,6.0,2024-03-16
13929,12429,Color Mismatch,37.0,2026-01-21
13930,28700,Material Fault,42.0,2024-12-06
13931,85149,Alignment Issue,19.0,2025-05-29
13932,99322,Color Mismatch,16.0,2024-11-13
13933,87488,Material Fault,46.0,2024-11-08
13934,15394,Material Fault,49.0,2026-02-10
13935,52396,Alignment Issue,40.0,2025-05-23
13936,95148,Crack,16.0,2024-09-23
13937,93760,Alignment Issue,26.0,2025-07-17
13938,31779,Alignment Issue,13.0,2025-10-09
13939,67066,Crack,11.0,2024-06-20
13940,4087,Color Mismatch,36.0,2025-08-08
13941,57339,Alignment Issue,41.0,2024-10-26
13942,48238,Alignment Issue,49.0,2026-02-01
13943,94719,Alignment Issue,13.0,2025-12-29
13944,7398,Material Fault,37.0,2024-08-28
13945,60453,Alignment Issue,9.0,2025-06-16
13946,29458,Alignment Issue,23.0,2024-05-18
13947,62051,Alignment Issue,22.0,2025-09-23
13948,16294,Color Mismatch,41.0,2024-05-17
13949,58190,Crack,33.0,2024-10-22
13950,5735,Alignment Issue,40.0,2025-12-12
13951,19956,Alignment Issue,39.0,2024-09-01
13952,97211,Color Mismatch,35.0,2026-01-28
13953,28396,Color Mismatch,13.0,2024-03-27
13954,13157,Color Mismatch,4.0,2025-09-20
13955,76451,Material Fault,1.0,2025-04-30
13956,6816,Crack,48.0,2026-02-18
13957,47408,Color Mismatch,2.0,2024-10-23
13958,1298,Color Mismatch,35.0,2024-12-25
13959,46071,Color Mismatch,20.0,2024-12-20
13960,51903,Color Mismatch,49.0,2024-07-04
13961,73366,Crack,11.0,2024-04-18
13962,43386,Color Mismatch,25.0,2025-10-28
13963,51210,Material Fault,2.0,2024-10-12
13964,72382,Color Mismatch,16.0,2024-10-11
13965,38058,Material Fault,47.0,2025-10-16
13966,52917,Color Mismatch,11.0,2026-01-09
13967,15276,Alignment Issue,45.0,2025-10-17
13968,99702,Color Mismatch,34.0,2025-03-01
13969,53882,Alignment Issue,36.0,2024-02-29
13970,82058,Alignment Issue,42.0,2024-06-14
13971,8874,Crack,43.0,2024-11-09
13972,25325,Crack,49.0,2025-02-20
13973,20254,Color Mismatch,39.0,2024-11-08
13974,39537,Crack,8.0,2024-09-15
13975,53336,Alignment Issue,21.0,2025-02-16
13976,44294,Material Fault,5.0,2024-03-31
13977,38315,Material Fault,34.0,2025-02-14
13978,12380,Alignment Issue,47.0,2024-06-21
13979,54384,Crack,9.0,2025-12-06
13980,72212,Crack,16.0,2024-12-30
13981,66769,Alignment Issue,17.0,2025-09-16
13982,26513,Alignment Issue,21.0,2024-05-24
13983,15610,Crack,20.0,2025-04-02
13984,4945,Color Mismatch,46.0,2024-12-03
13985,76644,Crack,5.0,2025-05-14
13986,68074,Alignment Issue,32.0,2024-04-22
13987,56098,Color Mismatch,7.0,2024-11-02
13988,12328,Color Mismatch,40.0,2025-01-03
13989,79981,Material Fault,11.0,2026-02-12
13990,9060,Alignment Issue,25.0,2024-06-24
13991,97705,Alignment Issue,25.0,2024-04-12
13992,74479,Material Fault,36.0,2025-10-23
13993,86986,Color Mismatch,8.0,2024-09-28
13994,55156,Material Fault,26.0,2024-05-15
13995,37670,Material Fault,19.0,2024-12-21
13996,13521,Crack,8.0,2025-06-23
13997,37277,Color Mismatch,18.0,2024-02-29
13998,86538,Crack,20.0,2025-04-11
13999,71009,Material Fault,14.0,2025-03-09
14000,64453,Crack,32.0,2025-12-14
14001,41716,Alignment Issue,36.0,2024-05-18
14002,79423,Crack,4.0,2025-08-14
14003,45455,Alignment Issue,34.0,2024-06-25
14004,90355,Material Fault,48.0,2025-05-02
14005,11118,Material Fault,4.0,2024-04-10
14006,70403,Alignment Issue,43.0,2024-10-01
14007,99730,Color Mismatch,21.0,2024-06-12
14008,34857,Alignment Issue,42.0,2025-10-05
14009,26064,Material Fault,34.0,2024-05-22
14010,14384,Alignment Issue,9.0,2025-07-14
14011,82509,Crack,37.0,2025-02-09
14012,84439,Color Mismatch,14.0,2024-06-27
14013,60257,Crack,8.0,2025-11-15
14014,52911,Crack,25.0,2024-08-26
14015,64463,Crack,35.0,2024-10-27
14016,45331,Alignment Issue,25.0,2025-01-10
14017,33458,Color Mismatch,9.0,2024-02-23
14018,586,Color Mismatch,2.0,2024-04-07
14019,63834,Color Mismatch,7.0,2024-04-03
14020,42744,Material Fault,5.0,2024-09-22
14021,22060,Material Fault,39.0,2026-01-27
14022,28216,Crack,3.0,2024-04-24
14023,59567,Alignment Issue,13.0,2025-06-19
14024,22792,Material Fault,13.0,2025-08-27
14025,26414,Alignment Issue,44.0,2024-05-31
14026,18347,Alignment Issue,34.0,2024-05-18
14027,62518,Crack,27.0,2025-02-26
14028,16643,Material Fault,28.0,2026-01-09
14029,45709,Color Mismatch,37.0,2024-08-01
14030,72939,Alignment Issue,5.0,2026-01-19
14031,16125,Material Fault,16.0,2024-08-02
14032,63410,Color Mismatch,48.0,2025-12-20
14033,15231,Alignment Issue,19.0,2024-10-06
14034,48028,Color Mismatch,22.0,2024-11-13
14035,80938,Alignment Issue,44.0,2024-07-24
14036,33664,Material Fault,38.0,2024-12-03
14037,71188,Alignment Issue,41.0,2024-09-02
14038,67669,Material Fault,15.0,2025-02-17
14039,77221,Material Fault,46.0,2024-05-12
14040,87321,Color Mismatch,26.0,2024-05-20
14041,92931,Crack,28.0,2025-01-25
14042,16013,Crack,1.0,2025-12-01
14043,48237,Color Mismatch,45.0,2025-09-29
14044,38471,Crack,16.0,2024-04-22
14045,74109,Color Mismatch,46.0,2025-06-18
14046,90301,Alignment Issue,6.0,2025-11-19
14047,38555,Color Mismatch,28.0,2025-02-10
14048,25358,Crack,35.0,2024-12-07
14049,13575,Material Fault,16.0,2024-11-18
14050,5621,Crack,6.0,2024-10-05
14051,53158,Alignment Issue,36.0,2024-10-14
14052,1017,Color Mismatch,11.0,2025-03-25
14053,41353,Crack,7.0,2026-02-16
14054,17976,Material Fault,1.0,2025-07-07
14055,55520,Alignment Issue,40.0,2025-11-17
14056,31841,Crack,29.0,2025-10-15
14057,82868,Alignment Issue,12.0,2024-12-18
14058,13723,Color Mismatch,36.0,2025-11-30
14059,70565,Color Mismatch,39.0,2025-09-18
14060,91701,Color Mismatch,2.0,2025-04-18
14061,58866,Color Mismatch,28.0,2024-05-31
14062,1008,Crack,23.0,2024-06-26
14063,49139,Color Mismatch,49.0,2026-02-15
14064,32707,Material Fault,16.0,2025-03-19
14065,42816,Color Mismatch,39.0,2026-02-04
14066,35875,Crack,47.0,2025-10-27
14067,41861,Crack,6.0,2024-10-10
14068,34985,Material Fault,31.0,2024-05-21
14069,38740,Color Mismatch,40.0,2025-12-26
14070,388,Material Fault,16.0,2024-07-10
14071,54028,Crack,38.0,2025-11-28
14072,44470,Crack,33.0,2025-08-28
14073,93071,Material Fault,4.0,2025-05-11
14074,71335,Alignment Issue,10.0,2025-10-28
14075,34977,Material Fault,2.0,2024-12-29
14076,3933,Material Fault,49.0,2025-03-05
14077,89664,Crack,49.0,2025-10-29
14078,93974,Alignment Issue,16.0,2025-01-08
14079,87344,Crack,36.0,2024-03-09
14080,75169,Alignment Issue,13.0,2024-03-15
14081,11298,Crack,22.0,2026-01-27
14082,57639,Crack,5.0,2024-05-14
14083,26032,Material Fault,9.0,2024-11-11
14084,9549,Color Mismatch,3.0,2025-08-15
14085,78562,Alignment Issue,20.0,2025-02-25
14086,97756,Alignment Issue,27.0,2026-02-05
14087,54964,Crack,9.0,2024-06-18
14088,90166,Material Fault,31.0,2024-06-22
14089,79281,Alignment Issue,33.0,2026-02-17
14090,16649,Color Mismatch,26.0,2026-02-09
14091,60489,Alignment Issue,27.0,2024-09-28
14092,84288,Alignment Issue,17.0,2024-06-11
14093,65128,Color Mismatch,39.0,2026-01-11
14094,25935,Alignment Issue,33.0,2025-10-06
14095,49801,Alignment Issue,27.0,2024-12-01
14096,72514,Material Fault,42.0,2024-08-08
14097,52266,Alignment Issue,19.0,2024-09-30
14098,54983,Crack,15.0,2025-06-30
14099,27735,Color Mismatch,29.0,2024-06-23
14100,55209,Color Mismatch,10.0,2025-12-09
14101,2846,Color Mismatch,23.0,2024-07-06
14102,86163,Alignment Issue,24.0,2025-12-09
14103,3030,Alignment Issue,21.0,2024-09-07
14104,61219,Alignment Issue,22.0,2024-06-24
14105,54839,Material Fault,34.0,2025-05-08
14106,24476,Color Mismatch,43.0,2025-08-04
14107,13903,Material Fault,49.0,2024-09-21
14108,97980,Alignment Issue,6.0,2026-01-28
14109,28849,Crack,11.0,2024-09-08
14110,91214,Alignment Issue,12.0,2025-03-22
14111,35232,Color Mismatch,32.0,2026-02-09
14112,54599,Crack,22.0,2024-08-22
14113,25255,Alignment Issue,19.0,2025-06-25
14114,38408,Crack,2.0,2024-09-14
14115,75352,Crack,36.0,2025-11-24
14116,87449,Alignment Issue,41.0,2025-09-28
14117,2493,Material Fault,4.0,2026-02-15
14118,59875,Crack,32.0,2024-06-07
14119,89838,Color Mismatch,35.0,2025-06-21
14120,91245,Color Mismatch,18.0,2024-05-23
14121,10790,Material Fault,16.0,2025-07-16
14122,38603,Alignment Issue,47.0,2025-04-19
14123,2916,Alignment Issue,35.0,2024-05-17
14124,46432,Color Mismatch,27.0,2024-11-15
14125,97839,Material Fault,49.0,2025-02-27
14126,74454,Material Fault,11.0,2026-01-11
14127,41583,Crack,33.0,2025-06-25
14128,27285,Crack,39.0,2025-07-08
14129,10415,Crack,30.0,2025-02-19
14130,25878,Material Fault,1.0,2024-11-18
14131,39567,Material Fault,31.0,2024-07-17
14132,92512,Material Fault,42.0,2024-11-06
14133,4764,Material Fault,19.0,2025-09-01
14134,47507,Alignment Issue,44.0,2025-09-02
14135,68914,Crack,21.0,2024-06-30
14136,97593,Material Fault,3.0,2025-01-20
14137,58979,Color Mismatch,35.0,2024-02-25
14138,27249,Alignment Issue,34.0,2025-09-11
14139,38459,Crack,11.0,2024-11-15
14140,12529,Alignment Issue,2.0,2024-09-21
14141,38264,Color Mismatch,16.0,2024-08-29
14142,35146,Color Mismatch,9.0,2025-06-16
14143,22834,Color Mismatch,21.0,2025-04-07
14144,37608,Alignment Issue,14.0,2025-11-15
14145,81606,Material Fault,40.0,2026-01-02
14146,99557,Material Fault,14.0,2025-04-19
14147,10590,Alignment Issue,47.0,2024-05-15
14148,32322,Crack,7.0,2026-02-13
14149,47357,Color Mismatch,9.0,2024-05-04
14150,61976,Color Mismatch,11.0,2025-04-01
14151,90595,Crack,19.0,2024-09-21
14152,19773,Crack,6.0,2026-02-03
14153,6899,Material Fault,42.0,2025-04-26
14154,94632,Crack,30.0,2025-01-04
14155,3640,Alignment Issue,24.0,2026-01-13
14156,23823,Material Fault,35.0,2024-04-09
14157,92630,Crack,12.0,2025-02-19
14158,65877,Alignment Issue,34.0,2025-10-05
14159,43504,Color Mismatch,47.0,2025-10-28
14160,1392,Material Fault,29.0,2025-12-25
14161,42484,Crack,45.0,2024-06-09
14162,97783,Crack,33.0,2026-01-03
14163,62892,Material Fault,43.0,2024-11-30
14164,12308,Color Mismatch,32.0,2025-04-26
14165,28914,Color Mismatch,43.0,2026-01-21
14166,55449,Material Fault,42.0,2024-11-18
14167,13588,Color Mismatch,29.0,2025-12-08
14168,48700,Material Fault,37.0,2025-06-28
14169,53336,Crack,17.0,2024-04-16
14170,11168,Material Fault,48.0,2024-08-25
14171,56978,Color Mismatch,10.0,2025-08-21
14172,11266,Material Fault,11.0,2024-03-13
14173,11929,Material Fault,13.0,2026-01-06
14174,59977,Color Mismatch,38.0,2024-08-17
14175,24423,Material Fault,30.0,2025-08-15
14176,57203,Material Fault,46.0,2024-07-03
14177,30730,Crack,30.0,2025-09-10
14178,25292,Alignment Issue,38.0,2025-04-16
